,Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
23,"Sat, Dec 4, 2021",1:00p,Denver Nuggets,113,New York Knicks,99,Box Score,,18272,
24,"Sat, Dec 4, 2021",8:00p,Chicago Bulls,111,Brooklyn Nets,107,Box Score,,18116,
25,"Sat, Dec 4, 2021",8:00p,Miami Heat,102,Milwaukee Bucks,124,Box Score,,17341,
26,"Sat, Dec 4, 2021",8:30p,Memphis Grizzlies,97,Dallas Mavericks,90,Box Score,,19396,
27,"Sat, Dec 4, 2021",8:30p,San Antonio Spurs,112,Golden State Warriors,107,Box Score,,18064,
28,"Sat, Dec 4, 2021",10:00p,Boston Celtics,145,Portland Trail Blazers,117,Box Score,,18193,
29,"Sat, Dec 4, 2021",10:00p,Los Angeles Clippers,99,Sacramento Kings,104,Box Score,,15004,
30,"Sun, Dec 5, 2021",3:30p,Utah Jazz,109,Cleveland Cavaliers,108,Box Score,,18113,
31,"Sun, Dec 5, 2021",6:00p,Charlotte Hornets,130,Atlanta Hawks,127,Box Score,,16383,
32,"Sun, Dec 5, 2021",6:00p,Washington Wizards,90,Toronto Raptors,102,Box Score,,19800,
33,"Sun, Dec 5, 2021",7:00p,New Orleans Pelicans,108,Houston Rockets,118,Box Score,,14771,
34,"Mon, Dec 6, 2021",7:00p,Philadelphia 76ers,127,Charlotte Hornets,124,Box Score,OT,14462,
35,"Mon, Dec 6, 2021",7:00p,Oklahoma City Thunder,114,Detroit Pistons,103,Box Score,,10522,
36,"Mon, Dec 6, 2021",7:00p,Washington Wizards,110,Indiana Pacers,116,Box Score,,12581,
37,"Mon, Dec 6, 2021",7:30p,Memphis Grizzlies,105,Miami Heat,90,Box Score,,19600,
38,"Mon, Dec 6, 2021",8:00p,Denver Nuggets,97,Chicago Bulls,109,Box Score,,21236,
39,"Mon, Dec 6, 2021",8:00p,Cleveland Cavaliers,104,Milwaukee Bucks,112,Box Score,,17341,
40,"Mon, Dec 6, 2021",8:00p,Atlanta Hawks,121,Minnesota Timberwolves,110,Box Score,,15736,
41,"Mon, Dec 6, 2021",9:00p,San Antonio Spurs,104,Phoenix Suns,108,Box Score,,15292,
42,"Mon, Dec 6, 2021",10:00p,Orlando Magic,95,Golden State Warriors,126,Box Score,,18064,
43,"Mon, Dec 6, 2021",10:00p,Los Angeles Clippers,102,Portland Trail Blazers,90,Box Score,,15865,
44,"Tue, Dec 7, 2021",7:30p,Brooklyn Nets,102,Dallas Mavericks,99,Box Score,,19559,
45,"Tue, Dec 7, 2021",8:30p,New York Knicks,121,San Antonio Spurs,109,Box Score,,14698,
46,"Tue, Dec 7, 2021",10:00p,Boston Celtics,102,Los Angeles Lakers,117,Box Score,,18997,
47,"Wed, Dec 8, 2021",7:00p,Philadelphia 76ers,110,Charlotte Hornets,106,Box Score,,15709,
48,"Wed, Dec 8, 2021",7:00p,Chicago Bulls,92,Cleveland Cavaliers,115,Box Score,,17707,
49,"Wed, Dec 8, 2021",7:00p,Washington Wizards,119,Detroit Pistons,116,Box Score,OT,10499,
50,"Wed, Dec 8, 2021",7:00p,New York Knicks,102,Indiana Pacers,122,Box Score,,13167,
51,"Wed, Dec 8, 2021",7:30p,Milwaukee Bucks,104,Miami Heat,113,Box Score,,19600,
52,"Wed, Dec 8, 2021",7:30p,Oklahoma City Thunder,110,Toronto Raptors,109,Box Score,,19800,
53,"Wed, Dec 8, 2021",8:00p,Brooklyn Nets,104,Houston Rockets,114,Box Score,,15834,
54,"Wed, Dec 8, 2021",8:00p,Dallas Mavericks,104,Memphis Grizzlies,96,Box Score,,14025,
55,"Wed, Dec 8, 2021",8:00p,Utah Jazz,136,Minnesota Timberwolves,104,Box Score,,15181,
56,"Wed, Dec 8, 2021",8:00p,Denver Nuggets,120,New Orleans Pelicans,114,Box Score,OT,15035,
57,"Wed, Dec 8, 2021",10:00p,Portland Trail Blazers,94,Golden State Warriors,104,Box Score,,18064,
58,"Wed, Dec 8, 2021",10:00p,Orlando Magic,130,Sacramento Kings,142,Box Score,,14364,
59,"Wed, Dec 8, 2021",10:30p,Boston Celtics,111,Los Angeles Clippers,114,Box Score,,17064,
60,"Thu, Dec 9, 2021",7:00p,Utah Jazz,118,Philadelphia 76ers,96,Box Score,,20272,
61,"Thu, Dec 9, 2021",8:00p,Los Angeles Lakers,95,Memphis Grizzlies,108,Box Score,,16334,
62,"Thu, Dec 9, 2021",8:30p,Denver Nuggets,111,San Antonio Spurs,123,Box Score,,12855,
63,"Fri, Dec 10, 2021",7:00p,Sacramento Kings,123,Charlotte Hornets,124,Box Score,,16335,
64,"Fri, Dec 10, 2021",7:00p,Dallas Mavericks,93,Indiana Pacers,106,Box Score,,12618,
65,"Fri, Dec 10, 2021",7:30p,Brooklyn Nets,113,Atlanta Hawks,105,Box Score,,17074,
66,"Fri, Dec 10, 2021",7:30p,New York Knicks,87,Toronto Raptors,90,Box Score,,19800,
67,"Fri, Dec 10, 2021",8:00p,Milwaukee Bucks,123,Houston Rockets,114,Box Score,,16319,
68,"Fri, Dec 10, 2021",8:00p,Cleveland Cavaliers,123,Minnesota Timberwolves,106,Box Score,,15694,
69,"Fri, Dec 10, 2021",8:00p,Detroit Pistons,93,New Orleans Pelicans,109,Box Score,,15828,
70,"Fri, Dec 10, 2021",8:00p,Los Angeles Lakers,116,Oklahoma City Thunder,95,Box Score,,16523,
71,"Fri, Dec 10, 2021",10:00p,Boston Celtics,90,Phoenix Suns,111,Box Score,,17071,
72,"Sat, Dec 11, 2021",3:30p,Orlando Magic,104,Los Angeles Clippers,106,Box Score,,17156,
73,"Sat, Dec 11, 2021",7:00p,Utah Jazz,123,Washington Wizards,98,Box Score,,17575,
74,"Sat, Dec 11, 2021",8:00p,Sacramento Kings,103,Cleveland Cavaliers,117,Box Score,,19432,
75,"Sat, Dec 11, 2021",8:00p,Houston Rockets,106,Memphis Grizzlies,113,Box Score,,17794,
76,"Sat, Dec 11, 2021",8:00p,Chicago Bulls,92,Miami Heat,118,Box Score,,19731,
77,"Sat, Dec 11, 2021",8:30p,Golden State Warriors,93,Philadelphia 76ers,102,Box Score,,21016,
78,"Sat, Dec 11, 2021",8:30p,Denver Nuggets,127,San Antonio Spurs,112,Box Score,,14607,
79,"Sun, Dec 12, 2021",12:00p,Milwaukee Bucks,112,New York Knicks,97,Box Score,,19812,
80,"Sun, Dec 12, 2021",6:00p,Brooklyn Nets,116,Detroit Pistons,104,Box Score,,15289,
81,"Sun, Dec 12, 2021",7:00p,Dallas Mavericks,103,Oklahoma City Thunder,84,Box Score,,15747,
82,"Sun, Dec 12, 2021",7:00p,New Orleans Pelicans,97,San Antonio Spurs,112,Box Score,,14990,
83,"Sun, Dec 12, 2021",9:00p,Minnesota Timberwolves,116,Portland Trail Blazers,111,Box Score,,16591,
84,"Sun, Dec 12, 2021",9:30p,Orlando Magic,94,Los Angeles Lakers,106,Box Score,,18997,
85,"Mon, Dec 13, 2021",7:00p,Miami Heat,94,Cleveland Cavaliers,105,Box Score,,17401,
86,"Mon, Dec 13, 2021",7:00p,Golden State Warriors,102,Indiana Pacers,100,Box Score,,17018,
87,"Mon, Dec 13, 2021",7:00p,Sacramento Kings,101,Toronto Raptors,124,Box Score,,19463,
88,"Mon, Dec 13, 2021",7:30p,Houston Rockets,132,Atlanta Hawks,126,Box Score,,14456,
89,"Mon, Dec 13, 2021",7:30p,Milwaukee Bucks,103,Boston Celtics,117,Box Score,,19156,
90,"Mon, Dec 13, 2021",8:00p,Philadelphia 76ers,91,Memphis Grizzlies,126,Box Score,,13420,
91,"Mon, Dec 13, 2021",8:30p,Charlotte Hornets,96,Dallas Mavericks,120,Box Score,,19213,
92,"Mon, Dec 13, 2021",9:00p,Washington Wizards,107,Denver Nuggets,113,Box Score,,14632,
93,"Mon, Dec 13, 2021",10:30p,Phoenix Suns,95,Los Angeles Clippers,111,Box Score,,17909,
94,"Tue, Dec 14, 2021",7:30p,Toronto Raptors,129,Brooklyn Nets,131,Box Score,OT,17325,
95,"Tue, Dec 14, 2021",7:30p,Golden State Warriors,105,New York Knicks,96,Box Score,,19812,
96,"Tue, Dec 14, 2021",10:00p,Phoenix Suns,111,Portland Trail Blazers,107,Box Score,OT,16184,
97,"Wed, Dec 15, 2021",7:00p,Houston Rockets,89,Cleveland Cavaliers,124,Box Score,,17131,
98,"Wed, Dec 15, 2021",7:00p,Atlanta Hawks,111,Orlando Magic,99,Box Score,,13576,
99,"Wed, Dec 15, 2021",7:00p,Miami Heat,101,Philadelphia 76ers,96,Box Score,,20389,
100,"Wed, Dec 15, 2021",7:30p,Los Angeles Lakers,107,Dallas Mavericks,104,Box Score,OT,20270,
101,"Wed, Dec 15, 2021",8:00p,Indiana Pacers,99,Milwaukee Bucks,114,Box Score,,17341,
102,"Wed, Dec 15, 2021",8:00p,New Orleans Pelicans,113,Oklahoma City Thunder,110,Box Score,,13253,
103,"Wed, Dec 15, 2021",8:30p,Charlotte Hornets,131,San Antonio Spurs,115,Box Score,,14354,
104,"Wed, Dec 15, 2021",9:00p,Minnesota Timberwolves,124,Denver Nuggets,107,Box Score,,15365,
105,"Wed, Dec 15, 2021",10:00p,Memphis Grizzlies,113,Portland Trail Blazers,103,Box Score,,15773,
106,"Wed, Dec 15, 2021",10:00p,Washington Wizards,105,Sacramento Kings,119,Box Score,,13806,
107,"Wed, Dec 15, 2021",10:00p,Los Angeles Clippers,103,Utah Jazz,124,Box Score,,18306,
108,"Thu, Dec 16, 2021",7:00p,Detroit Pistons,113,Indiana Pacers,122,Box Score,,13596,
109,"Thu, Dec 16, 2021",7:30p,Philadelphia 76ers,105,Brooklyn Nets,114,Box Score,,17053,
110,"Thu, Dec 16, 2021",8:00p,New York Knicks,116,Houston Rockets,103,Box Score,,13857,
111,"Thu, Dec 16, 2021",9:00p,Washington Wizards,98,Phoenix Suns,118,Box Score,,16177,
112,"Fri, Dec 17, 2021",7:00p,Miami Heat,115,Orlando Magic,105,Box Score,,14103,
113,"Fri, Dec 17, 2021",7:30p,Denver Nuggets,133,Atlanta Hawks,115,Box Score,,16114,
114,"Fri, Dec 17, 2021",7:30p,Golden State Warriors,111,Boston Celtics,107,Box Score,,19156,
115,"Fri, Dec 17, 2021",8:00p,Milwaukee Bucks,112,New Orleans Pelicans,116,Box Score,OT,15504,
116,"Fri, Dec 17, 2021",9:00p,San Antonio Spurs,128,Utah Jazz,126,Box Score,,18306,
117,"Fri, Dec 17, 2021",10:00p,Los Angeles Lakers,92,Minnesota Timberwolves,110,Box Score,,17136,
118,"Fri, Dec 17, 2021",10:00p,Charlotte Hornets,116,Portland Trail Blazers,125,Box Score,,18399,
119,"Fri, Dec 17, 2021",10:00p,Memphis Grizzlies,124,Sacramento Kings,105,Box Score,,14659,
120,"Sat, Dec 18, 2021",12:00p,Houston Rockets,116,Detroit Pistons,107,Box Score,,13722,
121,"Sat, Dec 18, 2021",7:00p,New York Knicks,107,Boston Celtics,114,Box Score,,19156,
122,"Sat, Dec 18, 2021",7:30p,Orlando Magic,100,Brooklyn Nets,93,Box Score,,16292,
123,"Sat, Dec 18, 2021",7:30p,Golden State Warriors,100,Toronto Raptors,119,Box Score,,7988,
124,"Sat, Dec 18, 2021",8:00p,Los Angeles Clippers,103,Oklahoma City Thunder,104,Box Score,,15123,
125,"Sat, Dec 18, 2021",9:00p,Cleveland Cavaliers,119,Milwaukee Bucks,90,Box Score,,17341,
126,"Sat, Dec 18, 2021",9:00p,Washington Wizards,109,Utah Jazz,103,Box Score,,18306,
127,"Sun, Dec 19, 2021",6:00p,Miami Heat,90,Detroit Pistons,100,Box Score,,15188,
128,"Sun, Dec 19, 2021",6:00p,Portland Trail Blazers,105,Memphis Grizzlies,100,Box Score,,15977,
129,"Sun, Dec 19, 2021",6:00p,San Antonio Spurs,114,Sacramento Kings,121,Box Score,,15091,
130,"Sun, Dec 19, 2021",8:00p,Los Angeles Lakers,110,Chicago Bulls,115,Box Score,,21560,
131,"Sun, Dec 19, 2021",8:00p,Dallas Mavericks,105,Minnesota Timberwolves,111,Box Score,,16127,
132,"Sun, Dec 19, 2021",8:00p,Charlotte Hornets,106,Phoenix Suns,137,Box Score,,17071,
133,"Mon, Dec 20, 2021",7:30p,Philadelphia 76ers,108,Boston Celtics,103,Box Score,,19156,
134,"Mon, Dec 20, 2021",8:00p,Houston Rockets,118,Chicago Bulls,133,Box Score,,21150,
135,"Mon, Dec 20, 2021",8:00p,Oklahoma City Thunder,102,Memphis Grizzlies,99,Box Score,,15721,
136,"Mon, Dec 20, 2021",9:00p,Charlotte Hornets,102,Utah Jazz,112,Box Score,,18306,
137,"Mon, Dec 20, 2021",10:00p,Sacramento Kings,98,Golden State Warriors,113,Box Score,,18064,
138,"Mon, Dec 20, 2021",10:30p,San Antonio Spurs,116,Los Angeles Clippers,92,Box Score,,18096,
139,"Tue, Dec 21, 2021",7:30p,Indiana Pacers,96,Miami Heat,125,Box Score,,19600,
140,"Tue, Dec 21, 2021",7:30p,Detroit Pistons,91,New York Knicks,105,Box Score,,17906,
141,"Tue, Dec 21, 2021",8:00p,Portland Trail Blazers,97,New Orleans Pelicans,111,Box Score,,15272,
142,"Tue, Dec 21, 2021",8:30p,Minnesota Timberwolves,102,Dallas Mavericks,114,Box Score,,20056,
143,"Tue, Dec 21, 2021",10:00p,Phoenix Suns,108,Los Angeles Lakers,90,Box Score,,18997,
144,"Wed, Dec 22, 2021",7:30p,Orlando Magic,104,Atlanta Hawks,98,Box Score,,15299,
145,"Wed, Dec 22, 2021",7:30p,Cleveland Cavaliers,101,Boston Celtics,111,Box Score,,19156,
146,"Wed, Dec 22, 2021",8:00p,Houston Rockets,106,Milwaukee Bucks,126,Box Score,,17341,
147,"Wed, Dec 22, 2021",8:00p,Denver Nuggets,94,Oklahoma City Thunder,108,Box Score,,14932,
148,"Wed, Dec 22, 2021",10:00p,Los Angeles Clippers,105,Sacramento Kings,89,Box Score,,15386,
149,"Thu, Dec 23, 2021",7:00p,Houston Rockets,106,Indiana Pacers,118,Box Score,,15089,
150,"Thu, Dec 23, 2021",7:00p,New Orleans Pelicans,110,Orlando Magic,104,Box Score,,13954,
151,"Thu, Dec 23, 2021",7:00p,Atlanta Hawks,98,Philadelphia 76ers,96,Box Score,,20408,
152,"Thu, Dec 23, 2021",7:30p,Detroit Pistons,112,Miami Heat,115,Box Score,,19600,
153,"Thu, Dec 23, 2021",7:30p,Washington Wizards,124,New York Knicks,117,Box Score,,18208,
154,"Thu, Dec 23, 2021",8:30p,Milwaukee Bucks,102,Dallas Mavericks,95,Box Score,,19654,
155,"Thu, Dec 23, 2021",9:00p,Charlotte Hornets,115,Denver Nuggets,107,Box Score,,17003,
156,"Thu, Dec 23, 2021",9:00p,Oklahoma City Thunder,101,Phoenix Suns,113,Box Score,,17071,
157,"Thu, Dec 23, 2021",9:00p,Minnesota Timberwolves,116,Utah Jazz,128,Box Score,,18306,
158,"Thu, Dec 23, 2021",10:00p,Memphis Grizzlies,104,Golden State Warriors,113,Box Score,,18064,
159,"Thu, Dec 23, 2021",10:30p,San Antonio Spurs,138,Los Angeles Lakers,110,Box Score,,18997,
160,"Sat, Dec 25, 2021",12:00p,Atlanta Hawks,87,New York Knicks,101,Box Score,,19812,
161,"Sat, Dec 25, 2021",2:30p,Boston Celtics,113,Milwaukee Bucks,117,Box Score,,17341,
162,"Sat, Dec 25, 2021",5:00p,Golden State Warriors,116,Phoenix Suns,107,Box Score,,17071,
163,"Sat, Dec 25, 2021",8:00p,Brooklyn Nets,122,Los Angeles Lakers,115,Box Score,,18997,
164,"Sat, Dec 25, 2021",10:30p,Dallas Mavericks,116,Utah Jazz,120,Box Score,,18306,
165,"Sun, Dec 26, 2021",3:30p,Orlando Magic,83,Miami Heat,93,Box Score,,19600,
166,"Sun, Dec 26, 2021",6:00p,Toronto Raptors,99,Cleveland Cavaliers,144,Box Score,,19432,
167,"Sun, Dec 26, 2021",6:00p,Memphis Grizzlies,127,Sacramento Kings,102,Box Score,,15685,
168,"Sun, Dec 26, 2021",6:00p,Philadelphia 76ers,117,Washington Wizards,96,Box Score,,16767,
169,"Sun, Dec 26, 2021",7:00p,New Orleans Pelicans,112,Oklahoma City Thunder,117,Box Score,,15608,
170,"Sun, Dec 26, 2021",7:00p,Detroit Pistons,109,San Antonio Spurs,144,Box Score,,14715,
171,"Sun, Dec 26, 2021",8:00p,Indiana Pacers,105,Chicago Bulls,113,Box Score,,20475,
172,"Sun, Dec 26, 2021",9:00p,Denver Nuggets,103,Los Angeles Clippers,100,Box Score,,17759,
173,"Mon, Dec 27, 2021",7:00p,Houston Rockets,99,Charlotte Hornets,123,Box Score,,19349,
174,"Mon, Dec 27, 2021",7:30p,Chicago Bulls,130,Atlanta Hawks,118,Box Score,,17049,
175,"Mon, Dec 27, 2021",8:00p,Boston Celtics,103,Minnesota Timberwolves,108,Box Score,,15962,
176,"Mon, Dec 27, 2021",8:30p,Utah Jazz,110,San Antonio Spurs,104,Box Score,,16255,
177,"Mon, Dec 27, 2021",9:00p,Memphis Grizzlies,114,Phoenix Suns,113,Box Score,,17071,
178,"Mon, Dec 27, 2021",10:00p,Dallas Mavericks,132,Portland Trail Blazers,117,Box Score,,18430,
179,"Mon, Dec 27, 2021",10:30p,Brooklyn Nets,124,Los Angeles Clippers,108,Box Score,,17128,
180,"Tue, Dec 28, 2021",7:00p,Milwaukee Bucks,127,Orlando Magic,110,Box Score,,16696,
181,"Tue, Dec 28, 2021",7:30p,Washington Wizards,112,Miami Heat,119,Box Score,,19600,
182,"Tue, Dec 28, 2021",7:30p,Philadelphia 76ers,114,Toronto Raptors,109,Box Score,,6960,
183,"Tue, Dec 28, 2021",8:00p,Los Angeles Lakers,132,Houston Rockets,123,Box Score,,18104,
184,"Tue, Dec 28, 2021",8:00p,New York Knicks,96,Minnesota Timberwolves,88,Box Score,,16339,
185,"Tue, Dec 28, 2021",8:00p,Cleveland Cavaliers,104,New Orleans Pelicans,108,Box Score,,15835,
186,"Tue, Dec 28, 2021",10:00p,Denver Nuggets,89,Golden State Warriors,86,Box Score,,18064,
187,"Tue, Dec 28, 2021",10:00p,Oklahoma City Thunder,111,Sacramento Kings,117,Box Score,,14750,
188,"Wed, Dec 29, 2021",7:00p,New York Knicks,94,Detroit Pistons,85,Box Score,,18312,
189,"Wed, Dec 29, 2021",7:00p,Charlotte Hornets,116,Indiana Pacers,108,Box Score,,17608,
190,"Wed, Dec 29, 2021",7:30p,Los Angeles Clippers,91,Boston Celtics,82,Box Score,,19156,
191,"Wed, Dec 29, 2021",8:00p,Atlanta Hawks,117,Chicago Bulls,131,Box Score,,21372,
192,"Wed, Dec 29, 2021",8:00p,Los Angeles Lakers,99,Memphis Grizzlies,104,Box Score,,17794,
193,"Wed, Dec 29, 2021",9:00p,Oklahoma City Thunder,97,Phoenix Suns,115,Box Score,,17071,
194,"Wed, Dec 29, 2021",10:00p,Utah Jazz,120,Portland Trail Blazers,105,Box Score,,17828,
195,"Wed, Dec 29, 2021",10:30p,Dallas Mavericks,94,Sacramento Kings,95,Box Score,,16071,
196,"Thu, Dec 30, 2021",7:00p,Philadelphia 76ers,110,Brooklyn Nets,102,Box Score,,17920,
197,"Thu, Dec 30, 2021",7:00p,Milwaukee Bucks,136,Orlando Magic,118,Box Score,,15855,
198,"Thu, Dec 30, 2021",7:00p,Cleveland Cavaliers,93,Washington Wizards,110,Box Score,,15637,
199,"Fri, Dec 31, 2021",1:00p,Phoenix Suns,108,Boston Celtics,123,Box Score,,19156,
200,"Fri, Dec 31, 2021",3:00p,Chicago Bulls,108,Indiana Pacers,106,Box Score,,17515,
201,"Fri, Dec 31, 2021",6:00p,Dallas Mavericks,112,Sacramento Kings,96,Box Score,,15833,
202,"Fri, Dec 31, 2021",7:00p,Miami Heat,120,Houston Rockets,110,Box Score,,16197,
203,"Fri, Dec 31, 2021",7:30p,Atlanta Hawks,121,Cleveland Cavaliers,118,Box Score,,17745,
204,"Fri, Dec 31, 2021",7:30p,Los Angeles Clippers,108,Toronto Raptors,116,Box Score,,0,
205,"Fri, Dec 31, 2021",8:00p,San Antonio Spurs,105,Memphis Grizzlies,118,Box Score,,15412,
206,"Fri, Dec 31, 2021",8:00p,New York Knicks,80,Oklahoma City Thunder,95,Box Score,,16451,
207,"Fri, Dec 31, 2021",9:00p,Minnesota Timberwolves,108,Utah Jazz,120,Box Score,,18306,
208,"Fri, Dec 31, 2021",10:30p,Portland Trail Blazers,106,Los Angeles Lakers,139,Box Score,,18997,
